@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
1433,"CatchClause","java.lang.NumberFormatException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String double java.lang.Double java.io.IOException double java.lang.Integer ","NULL '.  size says  size data , data contains  Wrong number of doubles for ' ","getAttribute parseDouble length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1434,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String double java.lang.Double java.io.IOException double java.lang.Integer ","NULL '.  size says  size data , data contains  Wrong number of doubles for ' ","getAttribute parseDouble length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1435,"IfStatement","null",false,"double arrays required size ","int java.util.List ","","size ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1436,"CatchClause","java.io.IOException",true,"name nodes tmp el current elem required size size string def val double arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList double boolean double java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readDoubleArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1437,"CatchClause","java.lang.NumberFormatException",true,"name nodes tmp el current elem required size size string def val double arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList double boolean double java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readDoubleArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1438,"CatchClause","org.w3c.dom.DOMException",true,"name nodes tmp el current elem required size size string def val double arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList double boolean double java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readDoubleArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1439,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String java.lang.Long long ","","parseLong ","IOException ","java.io.IOException ",java.io.IOException
1440,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String java.lang.Long long ","","parseLong ","IOException ","java.io.IOException ",java.io.IOException
1441,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1442,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String long long java.lang.Long java.io.IOException java.lang.Integer ","NULL Wrong number of longs for ' '.  size says  size data , data contains  ","getAttribute parseLong length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1443,"CatchClause","java.lang.NumberFormatException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String long long java.lang.Long java.io.IOException java.lang.Integer ","NULL Wrong number of longs for ' '.  size says  size data , data contains  ","getAttribute parseLong length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1444,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String long long java.lang.Long java.io.IOException java.lang.Integer ","NULL Wrong number of longs for ' '.  size says  size data , data contains  ","getAttribute parseLong length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1445,"IfStatement","null",false,"long arrays required size ","int java.util.List ","","size ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1446,"CatchClause","java.io.IOException",true,"name nodes tmp el current elem required size size string def val long arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList long boolean java.util.ArrayList long java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length readLongArray contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1447,"CatchClause","java.lang.NumberFormatException",true,"name nodes tmp el current elem required size size string def val long arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList long boolean java.util.ArrayList long java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length readLongArray contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1448,"CatchClause","org.w3c.dom.DOMException",true,"name nodes tmp el current elem required size size string def val long arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList long boolean java.util.ArrayList long java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length readLongArray contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1449,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String short java.lang.Short ","","parseShort ","IOException ","java.io.IOException ",java.io.IOException
1450,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String short java.lang.Short ","","parseShort ","IOException ","java.io.IOException ",java.io.IOException
1451,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1452,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String short short java.lang.Short java.io.IOException java.lang.Integer ","NULL '.  size says  size data Wrong number of shorts for ' , data contains  ","getAttribute parseShort length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1453,"CatchClause","java.lang.NumberFormatException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String short short java.lang.Short java.io.IOException java.lang.Integer ","NULL '.  size says  size data Wrong number of shorts for ' , data contains  ","getAttribute parseShort length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1454,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String short short java.lang.Short java.io.IOException java.lang.Integer ","NULL '.  size says  size data Wrong number of shorts for ' , data contains  ","getAttribute parseShort length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1455,"IfStatement","null",false,"short arrays required size ","int java.util.List ","","size ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1456,"CatchClause","java.io.IOException",true,"name nodes tmp el current elem required size size string short arrays def val ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList short boolean java.util.ArrayList short java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt readShortArray getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1457,"CatchClause","java.lang.NumberFormatException",true,"name nodes tmp el current elem required size size string short arrays def val ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList short boolean java.util.ArrayList short java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt readShortArray getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1458,"CatchClause","org.w3c.dom.DOMException",true,"name nodes tmp el current elem required size size string short arrays def val ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList short boolean java.util.ArrayList short java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt readShortArray getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1459,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String boolean java.lang.Boolean ","","parseBoolean ","IOException ","",java.io.IOException
1460,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
1461,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String boolean java.lang.Boolean java.io.IOException boolean java.lang.Integer ","NULL '.  size says  size data , data contains  Wrong number of bools for ' ","getAttribute parseBoolean length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
1462,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String boolean java.lang.Boolean java.io.IOException boolean java.lang.Integer ","NULL '.  size says  size data , data contains  Wrong number of bools for ' ","getAttribute parseBoolean length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
