@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
2980,"CatchClause","java.lang.Exception",true,"doc ","org.w3c.dom.Document java.io.Reader javax.xml.parsers.DocumentBuilder org.xml.sax.InputSource ","","parse ","","java.lang.RuntimeException ",java.lang.RuntimeException
2981,"CatchClause","java.lang.Exception",false,"dbf ","javax.xml.parsers.DocumentBuilder javax.xml.parsers.DocumentBuilderFactory ","","newDocumentBuilder ","ParserException ","org.apache.lucene.queryparser.xml.ParserException ",org.apache.lucene.queryparser.xml.ParserException
2982,"CatchClause","java.lang.Exception",true,"p xml file ","javax.xml.parsers.DocumentBuilder java.io.InputStream void org.w3c.dom.Document org.xml.sax.EntityResolver org.xml.sax.ErrorHandler ","","setEntityResolver getErrorHandler setErrorHandler parse getEntityResolver ","ParserException ","org.apache.lucene.queryparser.xml.ParserException ",org.apache.lucene.queryparser.xml.ParserException
2983,"IfStatement","null",false,"builder ","org.apache.lucene.queryparser.xml.QueryBuilder ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2984,"CatchClause","java.io.IOException",false,"should term att term field name ","org.apache.lucene.index.Term org.apache.lucene.analysis.TokenStream org.apache.lucene.analysis.tokenattributes.TermToBytesRefAttribute org.apache.lucene.util.BytesRef org.apache.lucene.search.BooleanClause.Occur org.apache.lucene.search.BooleanQuery.Builder void org.apache.lucene.search.BooleanClause java.lang.String org.apache.lucene.search.TermQuery boolean ","NULL ","end incrementToken addAttribute deepCopyOf reset add getBytesRef ","ParserException ","",java.lang.RuntimeException
2985,"CatchClause","org.apache.lucene.queryparser.classic.ParseException",true,"boost field name parser analyzer un safe parser default field text ","java.lang.String org.apache.lucene.queryparser.classic.QueryParser org.apache.lucene.search.Query float org.w3c.dom.Element org.apache.lucene.queryparser.xml.DOMUtils org.apache.lucene.analysis.Analyzer org.apache.lucene.search.BoostQuery ","NULL boost 1.0f fieldName ","getAttribute parse createQueryParser ","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2986,"CatchClause","java.io.IOException",true,"boost soq term att clauses list field name stq ","org.apache.lucene.analysis.TokenStream org.apache.lucene.analysis.tokenattributes.TermToBytesRefAttribute java.util.List org.apache.lucene.search.spans.SpanOrQuery org.apache.lucene.search.spans.SpanTermQuery float org.apache.lucene.util.BytesRef org.w3c.dom.Element void boolean java.lang.String ","boost 1.0f ","end toArray reset deepCopyOf getBytesRef getAttribute addAttribute add size incrementToken ","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2987,"MethodDeclaration","null",false,"occs ","java.lang.String boolean ","must should filter NULL mustNot ","equalsIgnoreCase equals ","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2988,"CatchClause","java.io.IOException",false,"term att stop words set ","org.apache.lucene.analysis.TokenStream org.apache.lucene.analysis.tokenattributes.CharTermAttribute java.util.Set boolean void java.lang.String ","","end incrementToken addAttribute reset toString add ","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2989,"IfStatement","null",false,"type ","java.lang.String boolean ","float ","equalsIgnoreCase ","ParserException ","org.apache.lucene.queryparser.xml.ParserException ",org.apache.lucene.queryparser.xml.ParserException
2990,"CatchClause","java.lang.NumberFormatException",false,"upper term lower term type positive_infinity negative_infinity max_value field min_value ","java.lang.String long float int double org.apache.lucene.search.Query java.lang.Double java.lang.Float java.lang.Long java.lang.Integer boolean ","NULL int type attribute must be one of:  double long float ","newRangeQuery equalsIgnoreCase parseFloat parseDouble parseLong parseInt ","ParserException ","org.apache.lucene.queryparser.xml.ParserException ",org.apache.lucene.queryparser.xml.ParserException
2991,"IfStatement","null",false,"builder ","org.apache.lucene.queryparser.xml.builders.SpanQueryBuilder ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2992,"IfStatement","null",true,"session i d ","java.lang.String boolean ","","isEmpty ","IOException ","",java.lang.IllegalArgumentException
2993,"IfStatement","null",false,"del policy ","org.apache.lucene.index.IndexDeletionPolicy org.apache.lucene.index.SnapshotDeletionPolicy ","","","IOException ","",java.lang.IllegalArgumentException
2994,"IfStatement","null",true,"file name ","java.lang.String boolean ","NULL ","isEmpty ","","",java.lang.IllegalArgumentException
2995,"IfStatement","null",false,"taxo exists index exists ","boolean ","","","IOException ","",java.lang.IllegalStateException
2996,"CatchClause","java.lang.Exception",false,"callback ","java.util.concurrent.Callable java.lang.Boolean ","","call ","IOException ","",java.io.IOException
2997,"IfStatement","null",false,"del policy ","org.apache.lucene.index.IndexDeletionPolicy org.apache.lucene.index.SnapshotDeletionPolicy ","","","IOException ","",java.lang.IllegalArgumentException
2998,"IfStatement","null",false,"ref count ","java.util.concurrent.atomic.AtomicInteger int ","","get ","IOException ","java.lang.IllegalStateException ",java.lang.IllegalStateException
2999,"IfStatement","null",false,"","int ","","","IOException ","java.lang.IllegalStateException ",java.lang.IllegalStateException
3000,"IfStatement","null",false,"closed ","boolean ","","","","",org.apache.lucene.store.AlreadyClosedException
3001,"IfStatement","null",false,"compare ","int ","","","IOException ","",java.lang.IllegalArgumentException
3002,"IfStatement","null",true,"allow empty ","boolean ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
3003,"IfStatement","null",false,"old_segments_gen segments file segments ","java.lang.String boolean org.apache.lucene.index.IndexFileNames ","","startsWith equals ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
3004,"IfStatement","null",true,"revision files ","java.util.Map int ","","size ","IOException ","java.io.IOException ",java.lang.IllegalArgumentException
3005,"CatchClause","java.lang.Exception",false,"callback ","java.util.concurrent.Callable java.lang.Boolean ","","call ","IOException ","java.lang.IllegalArgumentException ",java.io.IOException
3006,"CatchClause","java.lang.InterruptedException",false,"stop timeout milliseconds ","java.util.concurrent.TimeUnit java.util.concurrent.CountDownLatch long boolean ","","await ","","",org.apache.lucene.util.ThreadInterruptedException
3007,"IfStatement","null",false,"closed ","boolean ","","","","",org.apache.lucene.store.AlreadyClosedException
3008,"IfStatement","null",false,"update thread ","org.apache.lucene.replicator.ReplicationClient.ReplicationThread boolean ","NULL ","isAlive ","","",java.lang.IllegalStateException
3009,"CatchClause","java.lang.InterruptedException",false,"update thread ","org.apache.lucene.replicator.ReplicationClient.ReplicationThread void ","","join ","","",org.apache.lucene.util.ThreadInterruptedException
3010,"IfStatement","null",false,"closed ","boolean ","","","AlreadyClosedException ","",org.apache.lucene.store.AlreadyClosedException
3011,"CatchClause","java.lang.Throwable",true,"response ","java.io.ObjectInputStream org.apache.http.HttpResponse org.apache.http.HttpEntity java.io.InputStream ","","getEntity getContent ","IOException ","java.lang.RuntimeException java.lang.Error ",java.lang.RuntimeException
3012,"CatchClause","java.lang.Throwable",false,"","java.lang.Throwable java.io.ObjectInputStream java.lang.Object ","NULL ","readObject ","IOException ","java.lang.RuntimeException java.lang.Error ",java.lang.RuntimeException
3013,"MethodDeclaration","null",false,"","","","","IOException ","java.lang.RuntimeException java.lang.RuntimeException ",java.lang.Error
3014,"MethodDeclaration","null",true,"consume ","boolean ","","","IOException ","",java.lang.Error
3015,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
3016,"CatchClause","java.lang.Exception",false,"oos res out ","java.io.ObjectOutputStream void java.lang.Exception javax.servlet.ServletOutputStream ","","flush writeObject ","ServletException IOException ","javax.servlet.ServletException javax.servlet.ServletException javax.servlet.ServletException ",java.io.IOException
3017,"CatchClause","java.lang.Throwable",true,"version_key commit data cur infos writer force primary version primary gen ent searcher factory iter mgr primary_gen_key ","java.lang.String org.apache.lucene.index.IndexWriter java.util.Map void java.lang.Iterable long java.util.Map.Entry org.apache.lucene.index.LiveIndexWriterConfig org.apache.lucene.index.SegmentInfos org.apache.lucene.search.ReferenceManager java.util.Map ","NULL dir: commitData:  keep current commitData version= now forcePrimaryVersion to version= add initial commitData version=0 IWC: init: infos version= ","message put get getLiveCommitData getConfig getDirectory toString getVersion getValue getKey advanceSegmentInfosVersion ","IOException ","",java.lang.RuntimeException
3018,"MethodDeclaration","null",false,"version_key ent ","java.lang.String java.util.Map.Entry boolean ","","getKey equals ","","",java.lang.AssertionError
3019,"IfStatement","null",true,"allow closing ","boolean ","","isClosed ","","",org.apache.lucene.store.AlreadyClosedException
3020,"CatchClause","java.lang.InterruptedException",false,"","void ","","wait ","IOException ","",org.apache.lucene.util.ThreadInterruptedException
3021,"CatchClause","java.lang.Throwable",true,"dest files to copy ","java.util.List org.apache.lucene.replicator.nrt.ReplicaNode java.util.Map ","","getFilesToCopy ","IOException ","",org.apache.lucene.index.CorruptIndexException
3022,"CatchClause","java.lang.Throwable",true,"prev job ","org.apache.lucene.replicator.nrt.CopyJob void ","","_transferAndCancel ","IOException ","",java.lang.Error
3023,"IfStatement","null",false,"meta data checksum ","long org.apache.lucene.replicator.nrt.FileMetaData ","","","IOException ","java.io.IOException ",java.io.IOException
3024,"IfStatement","null",false,"checksum actual checksum in ","long ","","","IOException ","java.io.IOException ",java.io.IOException
3025,"IfStatement","null",true,"dir ","org.apache.lucene.store.Directory boolean java.util.Set ","","getPendingDeletions isEmpty ","IOException ","java.lang.Throwable ",java.lang.IllegalArgumentException
3026,"CatchClause","java.lang.Throwable",true,"dir state write file lock deleter write_lock_name success ","org.apache.lucene.store.Directory java.lang.String org.apache.lucene.replicator.nrt.ReplicaFileDeleter org.apache.lucene.store.Lock boolean org.apache.lucene.index.IndexWriter void ","top: init replica dir= init ","message obtainLock ","IOException ","java.lang.IllegalArgumentException ",java.lang.Throwable
3027,"IfStatement","null",false,"state ","java.lang.String boolean ","init ","equals ","IOException ","java.lang.RuntimeException java.io.IOException java.lang.Error ",java.lang.IllegalStateException
3028,"IfStatement","null",false,"dir ","org.apache.lucene.store.Directory boolean java.util.Set ","","getPendingDeletions isEmpty ","IOException ","java.lang.IllegalStateException java.io.IOException java.lang.Error ",java.lang.RuntimeException
3029,"IfStatement","null",false,"ioe ","java.io.IOException java.lang.String boolean ","checksum mismatch after file copy ","contains getMessage ","IOException ","java.lang.IllegalStateException java.lang.RuntimeException java.lang.Error ",java.io.IOException
3030,"CatchClause","java.lang.Throwable",false,"root gen index files primary gen pending_segments infos bytes do commit version deleter state files ","long java.lang.String org.apache.lucene.index.SegmentInfos org.apache.lucene.replicator.nrt.CopyJob void java.util.Collection boolean org.apache.lucene.store.Directory org.apache.lucene.replicator.nrt.ReplicaFileDeleter java.io.IOException int ","NULL top: init: read existing segments commit  top: myPrimaryGen= replica cannot start: existing segments file= top: same primary as before checksum mismatch after file copy  to  top: move infos generation from  top: init: incRef nrtFiles= ","message getCopyState toString getVersion incRef listAll getFileNames addAll decRef size getGeneration ","IOException ","java.lang.IllegalStateException java.lang.RuntimeException java.io.IOException ",java.lang.Error
3031,"IfStatement","null",false,"","boolean ","","isClosed ","IOException ","java.lang.RuntimeException ",org.apache.lucene.store.AlreadyClosedException
3032,"CatchClause","java.io.IOException",true,"start n s job ","long org.apache.lucene.replicator.nrt.CopyJob void ","","finishNRTCopy ","","",java.lang.RuntimeException
3033,"IfStatement","null",true,"copying name true ","java.lang.Boolean java.lang.String java.util.concurrent.ConcurrentMap ","NULL ","putIfAbsent ","","",java.lang.IllegalStateException
3034,"IfStatement","null",true,"copying name ","java.lang.String java.util.concurrent.ConcurrentMap java.lang.Boolean ","NULL ","remove ","","",java.lang.IllegalStateException
3035,"IfStatement","null",false,"cache helper ","org.apache.lucene.index.IndexReader.CacheHelper ","NULL ","","","",java.lang.IllegalStateException
